student_id,course,semester,year
S0021,线性代数,第四学期,2023
S0021,操作系统,第四学期,2023
S0021,云计算,第五学期,2023
S0021,软件工程,第五学期,2023
S0021,大学物理,第五学期,2023
S0021,概率论与数理统计,第五学期,2023
S0022,高等数学,第一学期,2023
S0022,离散数学,第一学期,2023
S0022,机器学习,第二学期,2023
S0022,数据结构,第二学期,2023
S0022,算法设计与分析,第二学期,2023
S0022,操作系统,第三学期,2023
S0022,信息安全,第三学期,2023
S0022,嵌入式系统,第三学期,2023
S0022,区块链技术,第三学期,2023
S0022,物联网技术,第四学期,2023
S0023,计算机网络,第一学期,2023
S0023,操作系统,第一学期,2023
S0023,云计算,第二学期,2023
S0023,信息安全,第三学期,2023
S0023,数据库原理,第四学期,2023
S0023,线性代数,第四学期,2023
S0023,机器学习,第四学期,2023
S0023,数据挖掘,第四学期,2023
S0024,计算机网络,第一学期,2023
S0024,程序设计基础,第二学期,2023
S0024,高等数学,第二学期,2023
S0024,自然语言处理,第二学期,2023
S0024,物联网技术,第三学期,2023
S0024,云计算,第三学期,2023
S0024,机器学习,第三学期,2023
S0024,计算机视觉,第三学期,2023
S0024,软件工程,第四学期,2023
S0025,程序设计基础,第一学期,2023
S0025,高等数学,第一学期,2023
S0025,概率论与数理统计,第二学期,2023
S0025,离散数学,第三学期,2023
S0025,线性代数,第三学期,2023
S0025,量子计算导论,第四学期,2023
S0025,大学物理,第五学期,2023
S0025,数据库原理,第六学期,2023
S0025,自动驾驶技术,第一学期,2024
S0025,自然语言处理,第一学期,2024
S0025,物联网技术,第一学期,2024
S0025,算法设计与分析,第一学期,2024
S0025,云计算,第二学期,2024
S0025,大数据技术,第三学期,2024
S0026,高等数学,第一学期,2023
S0026,大学物理,第一学期,2023
S0026,离散数学,第一学期,2023
S0026,信息安全,第一学期,2023
S0026,自动驾驶技术,第二学期,2023
S0026,数据挖掘,第三学期,2023
S0026,数据库原理,第三学期,2023
S0026,强化学习,第四学期,2023
S0027,程序设计基础,第一学期,2023
S0027,高等数学,第一学期,2023
S0027,线性代数,第一学期,2023
S0027,区块链技术,第二学期,2023
S0027,深度学习,第三学期,2023
S0027,嵌入式系统,第四学期,2023
S0027,云计算,第五学期,2023
S0027,机器学习,第六学期,2023
S0027,数据库原理,第六学期,2023
S0027,数据挖掘,第六学期,2023
S0027,算法设计与分析,第一学期,2024
S0028,计算机网络,第一学期,2023
S0028,概率论与数理统计,第一学期,2023
S0028,信息安全,第一学期,2023
S0028,机器学习,第一学期,2023
S0028,大学物理,第二学期,2023
S0028,嵌入式系统,第三学期,2023
S0028,人工智能导论,第三学期,2023
S0028,量子计算导论,第三学期,2023
S0028,数据库原理,第三学期,2023
S0029,高等数学,第一学期,2023
S0029,离散数学,第一学期,2023
S0029,计算机网络,第一学期,2023
S0029,概率论与数理统计,第一学期,2023
S0029,强化学习,第二学期,2023
S0029,深度学习,第二学期,2023
S0029,操作系统,第二学期,2023
S0029,区块链技术,第二学期,2023
S0029,大数据技术,第三学期,2023
S0029,量子计算导论,第四学期,2023
S0029,数据结构,第四学期,2023
S0029,软件工程,第四学期,2023
S0029,算法设计与分析,第四学期,2023
S0029,自动驾驶技术,第五学期,2023
S0030,高等数学,第一学期,2023
S0030,概率论与数理统计,第一学期,2023
S0030,云计算,第一学期,2023
S0030,算法设计与分析,第一学期,2023
S0030,数据结构,第二学期,2023
S0030,密码学基础,第二学期,2023
S0030,自动驾驶技术,第二学期,2023
S0030,计算机视觉,第二学期,2023
S0030,信息安全,第三学期,2023
S0030,深度学习,第三学期,2023
S0030,大数据技术,第三学期,2023
S0030,区块链技术,第四学期,2023
S0030,嵌入式系统,第四学期,2023
S0031,计算机网络,第一学期,2023
S0031,程序设计基础,第二学期,2023
S0031,自动驾驶技术,第二学期,2023
S0031,人工智能导论,第二学期,2023
S0031,数据挖掘,第二学期,2023
S0031,云计算,第三学期,2023
S0031,大学物理,第三学期,2023
S0031,计算机组成原理,第四学期,2023
S0031,操作系统,第四学期,2023
S0031,自然语言处理,第四学期,2023
S0031,离散数学,第五学期,2023
S0032,高等数学,第一学期,2023
S0032,计算机网络,第二学期,2023
S0032,程序设计基础,第二学期,2023
S0032,离散数学,第三学期,2023
S0032,大学物理,第四学期,2023
S0032,数据库原理,第五学期,2023
S0032,算法设计与分析,第六学期,2023
S0032,信息安全,第一学期,2024
S0032,量子计算导论,第一学期,2024
S0032,机器学习,第二学期,2024
S0032,数据挖掘,第二学期,2024
S0033,计算机网络,第一学期,2023
S0033,线性代数,第二学期,2023
S0033,计算机组成原理,第二学期,2023
S0033,操作系统,第三学期,2023
S0033,信息安全,第三学期,2023
S0033,云计算,第三学期,2023
S0033,自动驾驶技术,第三学期,2023
S0033,软件工程,第四学期,2023
S0033,计算机视觉,第五学期,2023
S0033,数据结构,第六学期,2023
S0033,数据挖掘,第一学期,2024
S0033,概率论与数理统计,第一学期,2024
S0034,高等数学,第一学期,2023
S0034,离散数学,第一学期,2023
S0034,大数据技术,第一学期,2023
S0034,信息安全,第一学期,2023
S0034,人工智能导论,第二学期,2023
S0034,数据结构,第二学期,2023
S0034,计算机组成原理,第三学期,2023
S0034,操作系统,第三学期,2023
S0035,高等数学,第一学期,2023
S0035,概率论与数理统计,第二学期,2023
S0035,离散数学,第二学期,2023
S0035,密码学基础,第二学期,2023
S0035,大学物理,第二学期,2023
S0035,计算机组成原理,第三学期,2023
S0035,操作系统,第三学期,2023
S0035,量子计算导论,第三学期,2023
S0035,数据结构,第四学期,2023
S0035,人工智能导论,第四学期,2023
S0035,数据挖掘,第四学期,2023
S0035,区块链技术,第四学期,2023
S0035,信息安全,第五学期,2023
S0035,计算机视觉,第六学期,2023
S0035,大数据技术,第一学期,2024
S0036,程序设计基础,第一学期,2023
S0036,高等数学,第二学期,2023
S0036,数据结构,第二学期,2023
S0036,计算机网络,第二学期,2023
S0036,线性代数,第三学期,2023
S0036,计算机视觉,第四学期,2023
S0036,软件工程,第四学期,2023
S0036,强化学习,第五学期,2023
S0036,量子计算导论,第五学期,2023
S0036,嵌入式系统,第五学期,2023
S0036,自然语言处理,第五学期,2023
S0037,算法设计与分析,第一学期,2023
S0037,信息安全,第一学期,2023
S0037,区块链技术,第一学期,2023
S0037,人工智能导论,第一学期,2023
S0037,机器学习,第二学期,2023
S0037,计算机视觉,第二学期,2023
S0037,深度学习,第三学期,2023
S0037,离散数学,第三学期,2023
S0038,高等数学,第一学期,2023
S0038,计算机网络,第二学期,2023
S0038,线性代数,第三学期,2023
S0038,离散数学,第三学期,2023
S0038,大学物理,第四学期,2023
S0038,大数据技术,第四学期,2023
S0038,数据挖掘,第四学期,2023
S0038,计算机视觉,第四学期,2023
S0038,软件工程,第五学期,2023
S0038,操作系统,第六学期,2023
S0038,机器学习,第六学期,2023
S0038,量子计算导论,第一学期,2024
S0038,物联网技术,第一学期,2024
S0038,数据结构,第一学期,2024
S0039,区块链技术,第一学期,2023
S0039,云计算,第一学期,2023
S0039,密码学基础,第一学期,2023
S0039,强化学习,第二学期,2023
S0039,数据挖掘,第二学期,2023
S0039,算法设计与分析,第二学期,2023
S0039,大数据技术,第三学期,2023
S0039,线性代数,第三学期,2023
S0039,嵌入式系统,第三学期,2023
S0039,自动驾驶技术,第四学期,2023
S0039,大学物理,第四学期,2023
S0039,计算机组成原理,第四学期,2023
S0039,操作系统,第四学期,2023
S0039,软件工程,第五学期,2023
S0039,物联网技术,第五学期,2023
S0040,程序设计基础,第一学期,2023
S0040,嵌入式系统,第一学期,2023
S0040,概率论与数理统计,第一学期,2023
S0040,软件工程,第一学期,2023
S0040,离散数学,第二学期,2023
S0040,操作系统,第三学期,2023
S0040,大数据技术,第四学期,2023
S0040,计算机组成原理,第四学期,2023
S0040,强化学习,第四学期,2023
S0040,云计算,第四学期,2023
S0040,算法设计与分析,第五学期,2023
S0040,密码学基础,第五学期,2023
S0040,物联网技术,第五学期,2023
S0040,大学物理,第六学期,2023
S0040,量子计算导论,第一学期,2024
S0041,高等数学,第一学期,2023
S0041,强化学习,第一学期,2023
S0041,信息安全,第二学期,2023
S0041,区块链技术,第三学期,2023
S0041,软件工程,第三学期,2023
S0041,数据库原理,第三学期,2023
S0041,计算机组成原理,第四学期,2023
S0041,人工智能导论,第五学期,2023
S0041,算法设计与分析,第五学期,2023
S0041,数据挖掘,第五学期,2023
S0041,物联网技术,第五学期,2023
S0042,计算机网络,第一学期,2023
S0042,高等数学,第一学期,2023
S0042,离散数学,第一学期,2023
S0042,机器学习,第一学期,2023
S0042,自然语言处理,第二学期,2023
S0042,云计算,第二学期,2023
S0042,数据库原理,第二学期,2023
S0042,数据挖掘,第二学期,2023
S0042,计算机组成原理,第三学期,2023
S0042,操作系统,第四学期,2023
S0042,信息安全,第四学期,2023
S0042,大数据技术,第五学期,2023
S0042,量子计算导论,第六学期,2023
S0043,高等数学,第一学期,2023
S0043,数据挖掘,第二学期,2023
S0043,深度学习,第二学期,2023
S0043,机器学习,第二学期,2023
S0043,自然语言处理,第二学期,2023
S0043,大数据技术,第三学期,2023
S0043,数据结构,第三学期,2023
S0043,软件工程,第三学期,2023
S0044,计算机网络,第一学期,2023
S0044,区块链技术,第一学期,2023
S0044,强化学习,第一学期,2023
S0044,数据挖掘,第一学期,2023
S0044,操作系统,第二学期,2023
S0044,物联网技术,第二学期,2023
S0044,机器学习,第二学期,2023
S0044,数据结构,第三学期,2023
S0044,算法设计与分析,第三学期,2023
S0044,离散数学,第四学期,2023
S0045,机器学习,第一学期,2023
S0045,计算机视觉,第一学期,2023
S0045,量子计算导论,第一学期,2023
S0045,信息安全,第一学期,2023
S0045,密码学基础,第二学期,2023
S0045,软件工程,第三学期,2023
S0045,物联网技术,第四学期,2023
S0045,算法设计与分析,第四学期,2023
S0045,概率论与数理统计,第四学期,2023
S0045,人工智能导论,第四学期,2023
S0045,云计算,第五学期,2023
S0046,计算机网络,第一学期,2023
S0046,高等数学,第一学期,2023
S0046,操作系统,第一学期,2023
S0046,算法设计与分析,第二学期,2023
S0046,数据结构,第三学期,2023
S0046,数据挖掘,第三学期,2023
S0046,计算机组成原理,第四学期,2023
S0046,量子计算导论,第四学期,2023
S0047,程序设计基础,第一学期,2023
S0047,计算机网络,第一学期,2023
S0047,自动驾驶技术,第一学期,2023
S0047,软件工程,第二学期,2023
S0047,机器学习,第三学期,2023
S0047,大数据技术,第三学期,2023
S0047,数据挖掘,第四学期,2023
S0047,操作系统,第四学期,2023
S0047,密码学基础,第四学期,2023
S0048,计算机网络,第一学期,2023
S0048,大数据技术,第一学期,2023
S0048,计算机视觉,第一学期,2023
S0048,信息安全,第一学期,2023
S0048,计算机组成原理,第二学期,2023
S0048,操作系统,第二学期,2023
S0048,大学物理,第二学期,2023
S0048,概率论与数理统计,第三学期,2023
S0048,数据库原理,第三学期,2023
S0048,区块链技术,第三学期,2023
S0048,线性代数,第三学期,2023
S0048,物联网技术,第四学期,2023
S0049,高等数学,第一学期,2023
S0049,离散数学,第一学期,2023
S0049,计算机网络,第二学期,2023
S0049,密码学基础,第二学期,2023
S0049,区块链技术,第二学期,2023
S0049,自动驾驶技术,第三学期,2023
S0049,嵌入式系统,第三学期,2023
S0049,计算机视觉,第三学期,2023
S0049,量子计算导论,第三学期,2023
S0049,算法设计与分析,第四学期,2023
S0049,软件工程,第五学期,2023
S0049,机器学习,第六学期,2023
S0050,计算机网络,第一学期,2023
S0050,高等数学,第一学期,2023
S0050,大学物理,第一学期,2023
S0050,数据库原理,第二学期,2023
S0050,信息安全,第三学期,2023
S0050,深度学习,第三学期,2023
S0050,人工智能导论,第三学期,2023
S0050,数据结构,第三学期,2023
S0050,计算机视觉,第四学期,2023
S0050,数据挖掘,第四学期,2023
S0051,云计算,第一学期,2023
S0051,软件工程,第二学期,2023
S0051,操作系统,第二学期,2023
S0051,强化学习,第二学期,2023
S0051,数据库原理,第二学期,2023
S0051,大学物理,第三学期,2023
S0051,嵌入式系统,第三学期,2023
S0051,量子计算导论,第三学期,2023
S0051,区块链技术,第三学期,2023
S0051,人工智能导论,第四学期,2023
S0051,概率论与数理统计,第五学期,2023
S0051,自动驾驶技术,第五学期,2023
S0052,程序设计基础,第一学期,2023
S0052,数据结构,第一学期,2023
S0052,算法设计与分析,第一学期,2023
S0052,数据库原理,第一学期,2023
S0052,区块链技术,第二学期,2023
S0052,自动驾驶技术,第二学期,2023
S0052,线性代数,第二学期,2023
S0052,云计算,第二学期,2023
S0052,量子计算导论,第三学期,2023
S0052,计算机组成原理,第三学期,2023
S0052,操作系统,第三学期,2023
S0053,计算机网络,第一学期,2023
S0053,高等数学,第二学期,2023
S0053,大学物理,第三学期,2023
S0053,计算机组成原理,第三学期,2023
S0053,嵌入式系统,第三学期,2023
S0053,机器学习,第三学期,2023
S0053,区块链技术,第四学期,2023
S0053,算法设计与分析,第四学期,2023
S0053,软件工程,第四学期,2023
S0053,自动驾驶技术,第四学期,2023
S0053,信息安全,第五学期,2023
S0053,数据挖掘,第五学期,2023
S0053,人工智能导论,第六学期,2023
S0054,计算机网络,第一学期,2023
S0054,概率论与数理统计,第一学期,2023
S0054,物联网技术,第二学期,2023
S0054,强化学习,第二学期,2023
S0054,深度学习,第二学期,2023
S0054,密码学基础,第二学期,2023
S0054,线性代数,第三学期,2023
S0054,量子计算导论,第四学期,2023
S0054,操作系统,第四学期,2023
S0054,机器学习,第五学期,2023
S0054,计算机视觉,第五学期,2023
S0054,大数据技术,第五学期,2023
S0055,程序设计基础,第一学期,2023
S0055,计算机网络,第一学期,2023
S0055,自然语言处理,第一学期,2023
S0055,离散数学,第一学期,2023
S0055,人工智能导论,第二学期,2023
S0055,嵌入式系统,第三学期,2023
S0055,机器学习,第四学期,2023
S0055,密码学基础,第四学期,2023
S0055,区块链技术,第四学期,2023
S0055,大数据技术,第四学期,2023
S0055,信息安全,第五学期,2023
S0055,计算机组成原理,第六学期,2023
S0055,操作系统,第六学期,2023
S0055,线性代数,第六学期,2023
S0055,算法设计与分析,第一学期,2024
S0056,高等数学,第一学期,2023
S0056,程序设计基础,第一学期,2023
S0056,大学物理,第二学期,2023
S0056,计算机组成原理,第三学期,2023
S0056,数据结构,第三学期,2023
S0056,离散数学,第三学期,2023
S0056,操作系统,第四学期,2023
S0056,算法设计与分析,第五学期,2023
S0056,计算机视觉,第五学期,2023
S0056,自然语言处理,第五学期,2023
S0056,机器学习,第五学期,2023
S0056,物联网技术,第六学期,2023
S0056,云计算,第六学期,2023
S0057,程序设计基础,第一学期,2023
S0057,数据结构,第二学期,2023
S0057,数据库原理,第二学期,2023
S0057,区块链技术,第三学期,2023
S0057,机器学习,第三学期,2023
S0057,自然语言处理,第四学期,2023
S0057,数据挖掘,第四学期,2023
S0057,强化学习,第五学期,2023
S0057,云计算,第五学期,2023
S0057,软件工程,第五学期,2023
S0057,信息安全,第六学期,2023
S0057,嵌入式系统,第六学期,2023
S0058,计算机网络,第一学期,2023
S0058,量子计算导论,第一学期,2023
S0058,算法设计与分析,第一学期,2023
S0058,数据挖掘,第一学期,2023
S0058,密码学基础,第二学期,2023
S0058,区块链技术,第二学期,2023
S0058,软件工程,第二学期,2023
S0058,物联网技术,第二学期,2023
S0058,自然语言处理,第三学期,2023
S0058,深度学习,第三学期,2023
S0058,信息安全,第三学期,2023
S0058,机器学习,第三学期,2023
S0058,计算机视觉,第四学期,2023
S0058,计算机组成原理,第四学期,2023
S0058,大学物理,第五学期,2023
S0059,高等数学,第一学期,2023
S0059,程序设计基础,第一学期,2023
S0059,概率论与数理统计,第一学期,2023
S0059,强化学习,第一学期,2023
S0059,量子计算导论,第二学期,2023
S0059,人工智能导论,第二学期,2023
S0059,机器学习,第二学期,2023
S0059,深度学习,第二学期,2023
S0059,算法设计与分析,第三学期,2023
S0059,自动驾驶技术,第三学期,2023
S0059,密码学基础,第四学期,2023
S0059,云计算,第四学期,2023
S0059,大数据技术,第四学期,2023
S0059,嵌入式系统,第四学期,2023
S0059,数据库原理,第五学期,2023
S0060,计算机网络,第一学期,2023
S0060,程序设计基础,第一学期,2023
S0060,算法设计与分析,第二学期,2023
S0060,区块链技术,第二学期,2023
S0060,嵌入式系统,第二学期,2023
S0060,物联网技术,第二学期,2023
S0060,线性代数,第三学期,2023
S0060,计算机视觉,第四学期,2023
S0060,机器学习,第五学期,2023
S0060,量子计算导论,第六学期,2023
S0060,人工智能导论,第六学期,2023
S0060,操作系统,第六学期,2023
S0060,密码学基础,第一学期,2024
S0060,概率论与数理统计,第一学期,2024
S0061,线性代数,第一学期,2023
S0061,数据挖掘,第一学期,2023
S0061,密码学基础,第二学期,2023
S0061,机器学习,第三学期,2023
S0061,强化学习,第三学期,2023
S0061,深度学习,第三学期,2023
S0061,离散数学,第三学期,2023
S0061,操作系统,第四学期,2023
S0061,云计算,第四学期,2023
S0061,计算机组成原理,第四学期,2023
S0061,区块链技术,第四学期,2023
S0061,大数据技术,第五学期,2023
S0061,数据库原理,第五学期,2023
S0061,量子计算导论,第五学期,2023
S0062,高等数学,第一学期,2023
S0062,计算机网络,第二学期,2023
S0062,概率论与数理统计,第二学期,2023
S0062,离散数学,第二学期,2023
S0062,线性代数,第二学期,2023
S0062,大学物理,第三学期,2023
S0062,计算机组成原理,第四学期,2023
S0062,操作系统,第五学期,2023
S0062,云计算,第六学期,2023
S0062,人工智能导论,第一学期,2024
S0062,区块链技术,第一学期,2024
S0062,软件工程,第一学期,2024
S0062,强化学习,第二学期,2024
S0062,算法设计与分析,第二学期,2024
S0063,程序设计基础,第一学期,2023
S0063,计算机网络,第二学期,2023
S0063,操作系统,第三学期,2023
S0063,云计算,第四学期,2023
S0063,信息安全,第四学期,2023
S0063,区块链技术,第五学期,2023
S0063,大学物理,第五学期,2023
S0063,概率论与数理统计,第五学期,2023
S0063,深度学习,第五学期,2023
S0064,程序设计基础,第一学期,2023
S0064,计算机网络,第一学期,2023
S0064,数据结构,第一学期,2023
S0064,大数据技术,第一学期,2023
S0064,强化学习,第二学期,2023
S0064,计算机组成原理,第二学期,2023
S0064,嵌入式系统,第二学期,2023
S0064,离散数学,第三学期,2023
S0064,密码学基础,第三学期,2023
S0064,区块链技术,第三学期,2023
S0064,大学物理,第三学期,2023
S0064,深度学习,第四学期,2023
S0064,自然语言处理,第五学期,2023
S0064,概率论与数理统计,第五学期,2023
S0064,人工智能导论,第五学期,2023
S0065,操作系统,第一学期,2023
S0065,软件工程,第一学期,2023
S0065,数据结构,第一学期,2023
S0065,算法设计与分析,第一学期,2023
S0065,机器学习,第二学期,2023
S0065,计算机视觉,第二学期,2023
S0065,区块链技术,第三学期,2023
S0065,物联网技术,第四学期,2023
S0066,计算机网络,第一学期,2023
S0066,程序设计基础,第一学期,2023
S0066,数据结构,第二学期,2023
S0066,数据库原理,第二学期,2023
S0066,操作系统,第三学期,2023
S0066,嵌入式系统,第三学期,2023
S0066,深度学习,第三学期,2023
S0066,区块链技术,第三学期,2023
S0066,大学物理,第四学期,2023
S0066,线性代数,第五学期,2023
S0066,量子计算导论,第五学期,2023
S0067,计算机网络,第一学期,2023
S0067,高等数学,第一学期,2023
S0067,概率论与数理统计,第一学期,2023
S0067,大学物理,第一学期,2023
S0067,嵌入式系统,第二学期,2023
S0067,物联网技术,第二学期,2023
S0067,数据挖掘,第二学期,2023
S0067,算法设计与分析,第三学期,2023
S0067,数据结构,第四学期,2023
S0067,人工智能导论,第五学期,2023
S0067,强化学习,第五学期,2023
S0067,操作系统,第五学期,2023
S0067,深度学习,第五学期,2023
S0068,计算机网络,第一学期,2023
S0068,高等数学,第一学期,2023
S0068,概率论与数理统计,第一学期,2023
S0068,离散数学,第一学期,2023
