student_id,date,course,status
S0001,2024-08-08,量子计算导论,present
S0001,2024-12-28,量子计算导论,present
S0001,2024-06-08,量子计算导论,present
S0001,2024-06-11,量子计算导论,present
S0001,2024-07-03,量子计算导论,present
S0001,2024-02-27,量子计算导论,present
S0001,2024-02-27,量子计算导论,present
S0001,2024-11-02,量子计算导论,present
S0001,2024-02-15,量子计算导论,absent
S0001,2024-02-26,深度学习,late
S0001,2024-04-13,深度学习,absent
S0001,2024-09-12,深度学习,present
S0001,2024-03-23,深度学习,present
S0001,2024-10-20,深度学习,present
S0001,2024-06-16,深度学习,absent
S0001,2024-01-13,深度学习,absent
S0001,2024-12-02,深度学习,late
S0001,2024-01-26,深度学习,present
S0002,2024-10-20,高等数学,present
S0002,2024-11-10,高等数学,present
S0002,2024-08-19,高等数学,absent
S0002,2024-03-18,高等数学,present
S0002,2024-09-08,高等数学,present
S0002,2024-02-24,高等数学,present
S0002,2024-11-05,高等数学,present
S0002,2024-07-14,高等数学,absent
S0002,2024-03-16,高等数学,present
S0002,2024-09-01,高等数学,absent
S0002,2024-10-08,线性代数,present
S0002,2024-06-25,线性代数,present
S0002,2024-03-08,线性代数,absent
S0002,2024-05-27,线性代数,present
S0002,2024-10-23,线性代数,present
S0002,2024-09-06,线性代数,present
S0002,2024-09-13,线性代数,present
S0002,2024-09-05,线性代数,present
S0002,2024-03-23,线性代数,present
S0002,2024-07-06,线性代数,present
S0002,2024-10-26,计算机网络,present
S0002,2024-10-20,计算机网络,present
S0002,2024-07-09,计算机网络,present
S0002,2024-04-01,计算机网络,present
S0002,2024-07-14,计算机网络,present
S0002,2024-06-27,计算机网络,present
S0002,2024-07-06,计算机网络,present
S0002,2024-08-21,计算机网络,present
S0002,2024-09-21,计算机网络,absent
S0002,2024-05-18,计算机网络,present
S0002,2024-05-28,计算机网络,absent
S0002,2024-10-19,数据结构,absent
S0002,2024-04-23,数据结构,present
S0002,2024-01-23,数据结构,present
S0002,2024-06-10,数据结构,present
S0002,2024-01-08,数据结构,absent
S0002,2024-01-19,数据结构,absent
S0002,2024-05-12,数据结构,present
S0002,2024-02-03,数据结构,present
S0002,2024-12-16,数据结构,present
S0002,2024-12-28,数据结构,present
S0002,2024-07-22,物联网技术,present
S0002,2024-03-20,物联网技术,present
S0002,2024-10-28,物联网技术,present
S0002,2024-05-18,物联网技术,present
S0002,2024-07-04,物联网技术,present
S0002,2024-04-05,物联网技术,present
S0002,2024-02-05,物联网技术,present
S0002,2024-06-04,物联网技术,present
S0002,2024-12-08,物联网技术,absent
S0002,2024-02-10,物联网技术,present
S0002,2024-03-28,物联网技术,absent
S0002,2024-05-24,物联网技术,absent
S0002,2024-05-03,计算机组成原理,present
S0002,2024-06-18,计算机组成原理,present
S0002,2024-05-27,计算机组成原理,present
S0002,2024-01-24,计算机组成原理,present
S0002,2024-11-16,计算机组成原理,present
S0002,2024-10-08,计算机组成原理,absent
S0002,2024-04-27,计算机组成原理,present
S0002,2024-09-01,计算机组成原理,absent
S0002,2024-10-18,计算机组成原理,present
S0002,2024-05-16,计算机组成原理,present
S0002,2024-05-20,区块链技术,present
S0002,2024-12-19,区块链技术,absent
S0002,2024-03-16,区块链技术,absent
S0002,2024-01-15,区块链技术,present
S0002,2024-05-07,区块链技术,present
S0002,2024-09-20,区块链技术,present
S0002,2024-08-08,区块链技术,present
S0002,2024-10-21,区块链技术,late
S0002,2024-09-13,区块链技术,present
S0002,2024-09-07,软件工程,absent
S0002,2024-12-13,软件工程,late
S0002,2024-07-09,软件工程,absent
S0002,2024-09-01,软件工程,present
S0002,2024-01-17,软件工程,present
S0002,2024-08-17,软件工程,present
S0002,2024-01-26,软件工程,present
S0002,2024-01-11,软件工程,present
S0002,2024-10-28,软件工程,absent
S0002,2024-11-17,软件工程,present
S0002,2024-05-14,软件工程,present
S0002,2024-06-21,自动驾驶技术,absent
S0002,2024-10-11,自动驾驶技术,present
S0002,2024-10-18,自动驾驶技术,present
S0002,2024-10-12,自动驾驶技术,present
S0002,2024-08-08,自动驾驶技术,present
S0002,2024-01-06,自动驾驶技术,absent
S0002,2024-04-17,自动驾驶技术,present
S0002,2024-08-19,自动驾驶技术,present
S0003,2024-01-09,高等数学,present
S0003,2024-06-19,高等数学,present
S0003,2024-06-16,高等数学,absent
S0003,2024-01-18,高等数学,present
S0003,2024-07-11,高等数学,present
S0003,2024-03-12,高等数学,present
S0003,2024-04-26,高等数学,present
S0003,2024-07-05,高等数学,absent
S0003,2024-04-18,高等数学,absent
S0003,2024-04-22,高等数学,present
S0003,2024-02-15,高等数学,absent
S0003,2024-08-14,高等数学,present
S0003,2024-10-26,数据库原理,present
S0003,2024-03-16,数据库原理,absent
S0003,2024-07-13,数据库原理,present
S0003,2024-04-09,数据库原理,absent
S0003,2024-10-25,数据库原理,absent
S0003,2024-01-01,数据库原理,absent
S0003,2024-06-17,数据库原理,absent
S0003,2024-01-04,数据库原理,absent
S0003,2024-12-10,数据库原理,absent
S0003,2024-04-08,计算机视觉,present
S0003,2024-05-03,计算机视觉,present
S0003,2024-01-07,计算机视觉,present
S0003,2024-01-04,计算机视觉,present
S0003,2024-03-19,计算机视觉,present
S0003,2024-02-22,计算机视觉,present
S0003,2024-11-06,计算机视觉,absent
S0003,2024-06-12,计算机视觉,present
S0003,2024-10-22,计算机视觉,absent
S0003,2024-03-02,自然语言处理,present
S0003,2024-06-21,自然语言处理,present
S0003,2024-01-07,自然语言处理,present
S0003,2024-10-14,自然语言处理,present
S0003,2024-10-10,自然语言处理,absent
S0003,2024-01-15,自然语言处理,present
S0003,2024-03-13,自然语言处理,late
S0003,2024-08-26,自然语言处理,present
S0003,2024-06-12,大数据技术,present
S0003,2024-08-14,大数据技术,absent
S0003,2024-07-04,大数据技术,present
S0003,2024-06-17,大数据技术,present
S0003,2024-06-17,大数据技术,present
S0003,2024-08-28,大数据技术,present
S0003,2024-03-27,大数据技术,absent
S0003,2024-06-05,大数据技术,present
S0003,2024-03-25,数据挖掘,present
S0003,2024-09-20,数据挖掘,absent
S0003,2024-03-17,数据挖掘,present
S0003,2024-05-04,数据挖掘,absent
S0003,2024-10-21,数据挖掘,late
S0003,2024-02-06,数据挖掘,present
S0003,2024-10-17,数据挖掘,present
S0003,2024-06-02,数据挖掘,present
S0003,2024-12-17,数据结构,absent
S0003,2024-05-18,数据结构,present
S0003,2024-08-23,数据结构,present
S0003,2024-07-04,数据结构,present
S0003,2024-07-23,数据结构,absent
S0003,2024-08-07,数据结构,absent
S0003,2024-09-25,数据结构,present
S0003,2024-01-03,数据结构,present
S0003,2024-08-11,数据结构,present
S0003,2024-09-03,数据结构,present
S0003,2024-10-28,数据结构,absent
S0003,2024-04-21,数据结构,present
S0003,2024-04-07,密码学基础,present
S0003,2024-09-21,密码学基础,absent
S0003,2024-10-09,密码学基础,present
S0003,2024-12-06,密码学基础,late
S0003,2024-07-02,密码学基础,present
S0003,2024-06-14,密码学基础,present
S0003,2024-04-25,密码学基础,present
S0003,2024-10-04,密码学基础,present
S0003,2024-06-14,密码学基础,present
S0003,2024-01-03,密码学基础,present
S0004,2024-12-01,高等数学,present
S0004,2024-10-15,高等数学,present
S0004,2024-10-12,高等数学,present
S0004,2024-05-22,高等数学,absent
S0004,2024-10-22,高等数学,present
S0004,2024-02-05,高等数学,present
S0004,2024-02-12,高等数学,present
S0004,2024-06-08,高等数学,absent
S0004,2024-12-05,高等数学,absent
S0004,2024-03-09,高等数学,present
S0004,2024-03-22,高等数学,present
S0004,2024-07-19,高等数学,absent
S0004,2024-04-14,强化学习,absent
S0004,2024-11-01,强化学习,absent
S0004,2024-04-12,强化学习,present
S0004,2024-04-18,强化学习,absent
S0004,2024-11-17,强化学习,present
S0004,2024-01-26,强化学习,present
S0004,2024-03-15,强化学习,present
S0004,2024-03-15,强化学习,present
S0004,2024-12-27,强化学习,present
S0004,2024-07-01,强化学习,absent
S0004,2024-05-11,强化学习,present
S0004,2024-03-24,强化学习,present
S0004,2024-09-15,算法设计与分析,absent
S0004,2024-02-05,算法设计与分析,present
S0004,2024-03-12,算法设计与分析,absent
S0004,2024-09-11,算法设计与分析,present
S0004,2024-02-21,算法设计与分析,present
S0004,2024-04-13,算法设计与分析,present
S0004,2024-07-04,算法设计与分析,present
S0004,2024-02-10,算法设计与分析,absent
S0004,2024-08-06,算法设计与分析,absent
S0004,2024-04-15,算法设计与分析,present
S0004,2024-09-06,算法设计与分析,present
S0004,2024-09-24,算法设计与分析,present
S0004,2024-08-05,信息安全,present
S0004,2024-03-20,信息安全,present
S0004,2024-10-02,信息安全,absent
S0004,2024-12-23,信息安全,absent
S0004,2024-07-08,信息安全,present
S0004,2024-07-08,信息安全,present
S0004,2024-09-28,信息安全,absent
S0004,2024-02-24,信息安全,late
S0004,2024-08-27,信息安全,present
S0004,2024-03-11,物联网技术,present
S0004,2024-06-23,物联网技术,present
S0004,2024-09-08,物联网技术,present
S0004,2024-12-12,物联网技术,present
S0004,2024-07-09,物联网技术,absent
S0004,2024-08-03,物联网技术,present
S0004,2024-08-27,物联网技术,present
S0004,2024-12-27,物联网技术,absent
S0004,2024-05-23,物联网技术,present
S0004,2024-04-10,物联网技术,absent
S0004,2024-07-21,物联网技术,late
S0004,2024-12-07,物联网技术,present
S0004,2024-04-11,密码学基础,present
S0004,2024-10-14,密码学基础,present
S0004,2024-12-25,密码学基础,present
S0004,2024-12-06,密码学基础,absent
S0004,2024-04-23,密码学基础,present
S0004,2024-08-22,密码学基础,present
S0004,2024-10-21,密码学基础,present
S0004,2024-05-21,密码学基础,present
S0004,2024-04-14,区块链技术,absent
S0004,2024-08-22,区块链技术,present
S0004,2024-07-08,区块链技术,absent
S0004,2024-07-21,区块链技术,present
S0004,2024-03-16,区块链技术,absent
S0004,2024-02-01,区块链技术,absent
S0004,2024-12-22,区块链技术,present
S0004,2024-08-15,区块链技术,present
S0004,2024-02-21,区块链技术,present
S0004,2024-12-03,区块链技术,present
S0004,2024-10-23,数据挖掘,present
S0004,2024-08-18,数据挖掘,present
S0004,2024-07-24,数据挖掘,present
S0004,2024-04-21,数据挖掘,present
S0004,2024-08-28,数据挖掘,present
S0004,2024-06-27,数据挖掘,absent
S0004,2024-08-27,数据挖掘,present
S0004,2024-06-27,数据挖掘,absent
S0004,2024-09-06,数据挖掘,present
S0004,2024-06-06,数据挖掘,late
S0004,2024-02-02,数据结构,present
S0004,2024-06-09,数据结构,present
S0004,2024-05-15,数据结构,present
S0004,2024-06-16,数据结构,present
S0004,2024-10-08,数据结构,present
S0004,2024-07-25,数据结构,absent
S0004,2024-10-12,数据结构,present
S0004,2024-06-28,数据结构,present
S0004,2024-02-06,数据结构,present
S0004,2024-02-26,深度学习,absent
S0004,2024-05-13,深度学习,present
S0004,2024-04-18,深度学习,present
S0004,2024-01-26,深度学习,absent
S0004,2024-11-04,深度学习,present
S0004,2024-08-13,深度学习,absent
S0004,2024-06-06,深度学习,absent
S0004,2024-03-20,深度学习,present
S0004,2024-01-14,深度学习,present
S0004,2024-03-17,深度学习,absent
S0005,2024-05-17,高等数学,present
S0005,2024-12-06,高等数学,present
S0005,2024-10-22,高等数学,absent
S0005,2024-05-02,高等数学,present
S0005,2024-02-03,高等数学,present
S0005,2024-04-11,高等数学,present
S0005,2024-10-13,高等数学,present
S0005,2024-06-23,高等数学,present
S0005,2024-12-17,线性代数,present
S0005,2024-07-12,线性代数,late
S0005,2024-03-04,线性代数,absent
S0005,2024-05-03,线性代数,absent
S0005,2024-01-04,线性代数,present
S0005,2024-06-11,线性代数,present
S0005,2024-04-15,线性代数,present
S0005,2024-09-14,线性代数,present
S0005,2024-12-27,云计算,present
S0005,2024-05-20,云计算,present
S0005,2024-09-15,云计算,late
S0005,2024-12-21,云计算,present
S0005,2024-11-22,云计算,present
S0005,2024-12-05,云计算,present
S0005,2024-11-26,云计算,present
S0005,2024-01-21,云计算,present
S0005,2024-03-17,云计算,present
S0005,2024-02-20,数据挖掘,present
S0005,2024-02-02,数据挖掘,present
S0005,2024-06-21,数据挖掘,present
S0005,2024-03-06,数据挖掘,absent
S0005,2024-04-10,数据挖掘,present
S0005,2024-08-22,数据挖掘,present
S0005,2024-05-13,数据挖掘,present
S0005,2024-07-26,数据挖掘,present
S0005,2024-01-21,数据挖掘,present
S0005,2024-07-11,数据挖掘,present
S0005,2024-08-28,数据挖掘,present
S0005,2024-08-25,数据挖掘,present
S0005,2024-05-02,深度学习,absent
S0005,2024-08-21,深度学习,present
S0005,2024-09-23,深度学习,present
S0005,2024-05-20,深度学习,present
S0005,2024-09-08,深度学习,absent
S0005,2024-04-07,深度学习,present
S0005,2024-06-22,深度学习,present
S0005,2024-11-14,深度学习,present
S0005,2024-03-12,深度学习,late
S0005,2024-03-07,深度学习,present
S0005,2024-08-07,深度学习,late
S0005,2024-11-05,数据结构,present
S0005,2024-12-07,数据结构,present
S0005,2024-03-06,数据结构,absent
S0005,2024-08-15,数据结构,absent
S0005,2024-01-05,数据结构,present
S0005,2024-02-08,数据结构,present
S0005,2024-02-01,数据结构,absent
S0005,2024-04-08,数据结构,absent
S0005,2024-08-25,数据结构,absent
S0005,2024-01-17,数据结构,absent
S0005,2024-08-16,数据结构,present
S0005,2024-09-21,信息安全,absent
S0005,2024-01-17,信息安全,present
S0005,2024-07-17,信息安全,present
S0005,2024-03-14,信息安全,present
S0005,2024-04-21,信息安全,present
S0005,2024-03-18,信息安全,present
S0005,2024-03-19,信息安全,present
S0005,2024-09-06,信息安全,present
S0005,2024-07-04,信息安全,present
S0005,2024-12-04,信息安全,present
S0005,2024-01-18,信息安全,present
S0005,2024-07-23,信息安全,present
S0005,2024-11-09,计算机组成原理,present
S0005,2024-04-12,计算机组成原理,present
S0005,2024-08-24,计算机组成原理,present
S0005,2024-09-04,计算机组成原理,absent
S0005,2024-11-22,计算机组成原理,late
S0005,2024-03-11,计算机组成原理,present
S0005,2024-06-01,计算机组成原理,absent
S0005,2024-08-22,计算机组成原理,absent
S0005,2024-04-06,计算机组成原理,present
S0005,2024-08-28,计算机组成原理,present
S0005,2024-10-11,操作系统,present
S0005,2024-06-17,操作系统,present
S0005,2024-02-01,操作系统,absent
S0005,2024-11-05,操作系统,present
S0005,2024-01-02,操作系统,present
S0005,2024-12-05,操作系统,present
S0005,2024-07-08,操作系统,present
S0005,2024-01-09,操作系统,absent
S0005,2024-11-13,操作系统,present
S0005,2024-10-16,操作系统,absent
S0005,2024-07-12,操作系统,present
S0005,2024-04-12,操作系统,present
S0006,2024-09-07,程序设计基础,absent
S0006,2024-06-08,程序设计基础,present
S0006,2024-05-10,程序设计基础,present
S0006,2024-07-01,程序设计基础,present
S0006,2024-11-15,程序设计基础,present
S0006,2024-10-08,程序设计基础,present
S0006,2024-02-13,程序设计基础,present
S0006,2024-07-20,程序设计基础,present
S0006,2024-12-14,程序设计基础,present
S0006,2024-05-19,程序设计基础,late
S0006,2024-12-19,计算机网络,absent
S0006,2024-07-21,计算机网络,present
S0006,2024-02-13,计算机网络,present
S0006,2024-10-20,计算机网络,present
S0006,2024-04-28,计算机网络,late
S0006,2024-08-06,计算机网络,absent
S0006,2024-07-05,计算机网络,present
S0006,2024-01-24,计算机网络,absent
S0006,2024-05-10,计算机网络,absent
S0006,2024-09-09,计算机网络,present
S0006,2024-03-09,计算机网络,present
S0006,2024-10-20,强化学习,present
S0006,2024-01-08,强化学习,late
S0006,2024-04-04,强化学习,present
S0006,2024-08-01,强化学习,present
S0006,2024-04-02,强化学习,present
S0006,2024-06-23,强化学习,present
S0006,2024-03-26,强化学习,absent
S0006,2024-10-15,强化学习,present
S0006,2024-01-24,密码学基础,absent
S0006,2024-12-07,密码学基础,present
S0006,2024-07-11,密码学基础,late
S0006,2024-03-22,密码学基础,absent
S0006,2024-09-20,密码学基础,present
S0006,2024-04-04,密码学基础,present
S0006,2024-10-16,密码学基础,present
S0006,2024-01-06,密码学基础,present
S0006,2024-09-11,密码学基础,present
S0006,2024-06-16,密码学基础,absent
S0006,2024-08-27,密码学基础,present
S0006,2024-07-11,自然语言处理,absent
S0006,2024-07-21,自然语言处理,present
S0006,2024-05-03,自然语言处理,present
S0006,2024-01-14,自然语言处理,present
S0006,2024-06-04,自然语言处理,absent
S0006,2024-05-25,自然语言处理,present
S0006,2024-12-15,自然语言处理,present
S0006,2024-11-21,自然语言处理,present
S0006,2024-07-05,数据挖掘,late
S0006,2024-07-09,数据挖掘,present
S0006,2024-02-12,数据挖掘,present
S0006,2024-12-12,数据挖掘,absent
S0006,2024-10-13,数据挖掘,absent
S0006,2024-08-09,数据挖掘,absent
S0006,2024-04-07,数据挖掘,present
S0006,2024-10-28,数据挖掘,present
S0006,2024-04-22,数据挖掘,absent
S0006,2024-12-21,数据挖掘,present
S0006,2024-07-19,数据挖掘,absent
S0006,2024-01-17,数据挖掘,present
S0006,2024-02-03,操作系统,present
S0006,2024-08-26,操作系统,late
S0006,2024-10-26,操作系统,present
S0006,2024-11-22,操作系统,present
S0006,2024-08-11,操作系统,present
S0006,2024-09-21,操作系统,present
S0006,2024-01-11,操作系统,absent
S0006,2024-06-13,操作系统,present
S0006,2024-05-18,操作系统,absent
S0006,2024-07-10,操作系统,present
S0006,2024-06-06,操作系统,present
S0006,2024-11-23,软件工程,present
S0006,2024-02-24,软件工程,late
S0006,2024-06-25,软件工程,present
S0006,2024-01-02,软件工程,present
S0006,2024-09-02,软件工程,present
S0006,2024-07-10,软件工程,present
S0006,2024-06-25,软件工程,present
S0006,2024-09-07,软件工程,present
S0006,2024-10-16,深度学习,absent
S0006,2024-01-22,深度学习,present
S0006,2024-05-09,深度学习,present
S0006,2024-03-06,深度学习,absent
S0006,2024-06-09,深度学习,absent
S0006,2024-01-06,深度学习,present
S0006,2024-07-24,深度学习,present
S0006,2024-10-08,深度学习,present
S0006,2024-06-28,深度学习,present
S0006,2024-06-17,深度学习,present
S0006,2024-06-19,深度学习,present
S0006,2024-10-01,深度学习,present
S0006,2024-04-09,概率论与数理统计,present
S0006,2024-04-08,概率论与数理统计,absent
S0006,2024-02-18,概率论与数理统计,present
S0006,2024-01-28,概率论与数理统计,present
S0006,2024-08-03,概率论与数理统计,present
S0006,2024-06-18,概率论与数理统计,present
S0006,2024-02-26,概率论与数理统计,present
S0006,2024-12-28,概率论与数理统计,present
S0006,2024-11-06,概率论与数理统计,present
S0006,2024-10-11,概率论与数理统计,present
S0006,2024-07-19,大数据技术,present
S0006,2024-06-05,大数据技术,absent
S0006,2024-04-19,大数据技术,absent
S0006,2024-06-13,大数据技术,present
S0006,2024-02-02,大数据技术,present
S0006,2024-08-16,大数据技术,present
S0006,2024-06-03,大数据技术,present
S0006,2024-06-11,大数据技术,absent
S0006,2024-02-18,大数据技术,present
S0006,2024-05-04,大数据技术,present
S0006,2024-02-17,大数据技术,absent
S0006,2024-05-23,大数据技术,present
S0007,2024-10-06,计算机网络,present
S0007,2024-07-18,计算机网络,present
S0007,2024-04-13,计算机网络,absent
S0007,2024-03-20,计算机网络,present
S0007,2024-05-09,计算机网络,late
S0007,2024-01-14,计算机网络,present
S0007,2024-05-12,计算机网络,absent
S0007,2024-04-11,计算机网络,present
S0007,2024-07-18,计算机网络,absent
S0007,2024-09-03,计算机网络,present
S0007,2024-12-02,高等数学,present
S0007,2024-08-01,高等数学,present
S0007,2024-11-13,高等数学,present
S0007,2024-04-03,高等数学,absent
S0007,2024-07-02,高等数学,present
S0007,2024-01-09,高等数学,present
S0007,2024-02-03,高等数学,present
S0007,2024-07-14,高等数学,present
S0007,2024-12-25,高等数学,absent
S0007,2024-03-16,高等数学,present
S0007,2024-10-28,大学物理,absent
S0007,2024-11-19,大学物理,present
S0007,2024-05-04,大学物理,present
S0007,2024-01-21,大学物理,present
S0007,2024-12-12,大学物理,present
S0007,2024-11-18,大学物理,present
S0007,2024-02-03,大学物理,absent
S0007,2024-08-06,大学物理,present
S0007,2024-11-14,大学物理,present
S0007,2024-10-02,大学物理,present
S0007,2024-06-19,大学物理,present
S0007,2024-06-16,概率论与数理统计,late
S0007,2024-06-20,概率论与数理统计,present
S0007,2024-06-21,概率论与数理统计,present
S0007,2024-06-26,概率论与数理统计,present
S0007,2024-06-23,概率论与数理统计,present
S0007,2024-07-24,概率论与数理统计,present
S0007,2024-01-24,概率论与数理统计,present
S0007,2024-10-21,概率论与数理统计,present
S0007,2024-01-14,线性代数,present
S0007,2024-12-12,线性代数,present
S0007,2024-10-18,线性代数,present
S0007,2024-03-10,线性代数,present
S0007,2024-01-25,线性代数,present
S0007,2024-06-10,线性代数,present
S0007,2024-07-11,线性代数,present
S0007,2024-05-24,线性代数,present
S0007,2024-01-27,线性代数,present
S0007,2024-10-13,线性代数,present
S0007,2024-12-05,计算机组成原理,present
S0007,2024-04-16,计算机组成原理,absent
S0007,2024-01-22,计算机组成原理,present
S0007,2024-04-04,计算机组成原理,absent
S0007,2024-06-25,计算机组成原理,absent
S0007,2024-03-04,计算机组成原理,present
S0007,2024-07-19,计算机组成原理,present
S0007,2024-07-17,计算机组成原理,present
S0007,2024-04-17,计算机组成原理,present
S0007,2024-03-27,计算机组成原理,present
S0007,2024-09-14,计算机组成原理,absent
S0007,2024-12-03,操作系统,present
S0007,2024-11-10,操作系统,absent
S0007,2024-03-05,操作系统,present
S0007,2024-02-20,操作系统,present
S0007,2024-02-24,操作系统,present
S0007,2024-05-06,操作系统,absent
S0007,2024-03-02,操作系统,present
S0007,2024-03-25,操作系统,absent
S0007,2024-12-07,深度学习,absent
S0007,2024-03-03,深度学习,absent
S0007,2024-09-10,深度学习,present
S0007,2024-04-19,深度学习,present
S0007,2024-07-12,深度学习,absent
S0007,2024-04-03,深度学习,absent
S0007,2024-12-18,深度学习,present
S0007,2024-02-06,深度学习,present
S0007,2024-03-19,深度学习,present
S0007,2024-07-25,深度学习,present
S0007,2024-09-23,深度学习,present
S0007,2024-12-12,深度学习,present
S0007,2024-12-03,区块链技术,late
S0007,2024-12-24,区块链技术,late
S0007,2024-10-15,区块链技术,absent
S0007,2024-01-10,区块链技术,absent
S0007,2024-11-28,区块链技术,absent
S0007,2024-06-22,区块链技术,absent
S0007,2024-03-14,区块链技术,present
S0007,2024-12-11,区块链技术,absent
S0007,2024-11-16,区块链技术,present
S0007,2024-02-20,自动驾驶技术,present
S0007,2024-08-13,自动驾驶技术,present
S0007,2024-07-28,自动驾驶技术,present
S0007,2024-12-23,自动驾驶技术,absent
S0007,2024-04-25,自动驾驶技术,absent
S0007,2024-10-17,自动驾驶技术,present
S0007,2024-05-24,自动驾驶技术,absent
S0007,2024-07-13,自动驾驶技术,absent
S0007,2024-06-24,物联网技术,present
S0007,2024-10-14,物联网技术,present
S0007,2024-08-04,物联网技术,present
S0007,2024-08-07,物联网技术,present
S0007,2024-06-13,物联网技术,absent
S0007,2024-07-13,物联网技术,absent
S0007,2024-12-14,物联网技术,present
S0007,2024-12-27,物联网技术,late
S0007,2024-06-14,物联网技术,present
S0007,2024-11-16,物联网技术,late
S0007,2024-08-21,数据结构,present
S0007,2024-10-21,数据结构,present
S0007,2024-12-24,数据结构,present
S0007,2024-08-24,数据结构,present
S0007,2024-12-11,数据结构,present
S0007,2024-11-08,数据结构,absent
S0007,2024-11-09,数据结构,late
S0007,2024-11-16,数据结构,present
S0007,2024-06-22,数据结构,late
S0007,2024-02-22,软件工程,present
S0007,2024-03-26,软件工程,present
S0007,2024-05-28,软件工程,absent
S0007,2024-07-13,软件工程,present
S0007,2024-03-06,软件工程,present
S0007,2024-11-08,软件工程,absent
