student_id_1,week_1,student_id_2,week_2,pair_type,similarity,time_distance,behavior_distance
S0035,5,S0035,8,positive,0.7961,3.0,
S0036,1,S0036,4,positive,0.9383,3.0,
S0036,2,S0036,5,positive,0.769,3.0,
S0036,2,S0036,7,positive,0.7346,5.0,
S0036,2,S0036,8,positive,0.6952,6.0,
S0036,3,S0036,7,positive,0.8786,4.0,
S0036,4,S0036,6,positive,0.8064,2.0,
S0036,4,S0036,8,positive,0.7835,4.0,
S0036,5,S0036,8,positive,0.8658,3.0,
S0036,7,S0036,8,positive,0.95,1.0,
S0037,1,S0037,7,positive,0.7113,6.0,
S0037,2,S0037,7,positive,0.7915,5.0,
S0037,2,S0037,8,positive,0.644,6.0,
S0037,4,S0037,5,positive,0.8769,1.0,
S0037,4,S0037,7,positive,0.815,3.0,
S0037,4,S0037,8,positive,0.8825,4.0,
S0037,5,S0037,6,positive,0.95,1.0,
S0038,1,S0038,6,positive,0.6642,5.0,
S0038,2,S0038,3,positive,0.8966,1.0,
S0038,2,S0038,7,positive,0.84,5.0,
S0038,3,S0038,5,positive,0.9213,2.0,
S0038,4,S0038,5,positive,0.8876,1.0,
S0038,4,S0038,8,positive,0.8721,4.0,
S0038,5,S0038,7,positive,0.95,2.0,
S0039,1,S0039,5,positive,0.8128,4.0,
S0039,1,S0039,7,positive,0.6065,6.0,
S0039,2,S0039,3,positive,0.95,1.0,
S0039,3,S0039,5,positive,0.8069,2.0,
S0039,3,S0039,6,positive,0.8969,3.0,
S0039,4,S0039,5,positive,0.8925,1.0,
S0039,4,S0039,8,positive,0.7686,4.0,
S0039,5,S0039,6,positive,0.9134,1.0,
S0039,5,S0039,8,positive,0.8315,3.0,
S0039,6,S0039,8,positive,0.8143,2.0,
S0039,7,S0039,8,positive,0.9069,1.0,
S0040,2,S0040,7,positive,0.7249,5.0,
S0040,3,S0040,5,positive,0.95,2.0,
S0040,4,S0040,8,positive,0.7583,4.0,
S0040,5,S0040,7,positive,0.9046,2.0,
S0040,6,S0040,7,positive,0.95,1.0,
S0040,6,S0040,8,positive,0.9315,2.0,
S0041,1,S0041,4,positive,0.7878,3.0,
S0041,2,S0041,4,positive,0.8321,2.0,
S0041,2,S0041,6,positive,0.8344,4.0,
S0041,3,S0041,4,positive,0.9212,1.0,
S0041,3,S0041,8,positive,0.6646,5.0,
S0041,4,S0041,6,positive,0.8345,2.0,
S0041,5,S0041,8,positive,0.7599,3.0,
S0042,1,S0042,7,positive,0.6729,6.0,
S0042,2,S0042,3,positive,0.9299,1.0,
S0042,2,S0042,5,positive,0.8469,3.0,
S0042,2,S0042,7,positive,0.8489,5.0,
S0042,3,S0042,5,positive,0.8998,2.0,
S0042,3,S0042,8,positive,0.8303,5.0,
S0042,5,S0042,7,positive,0.8973,2.0,
S0042,6,S0042,7,positive,0.95,1.0,
S0042,7,S0042,8,positive,0.9081,1.0,
S0043,1,S0043,2,positive,0.8526,1.0,
S0043,1,S0043,4,positive,0.8588,3.0,
S0043,1,S0043,7,positive,0.6297,6.0,
S0043,2,S0043,5,positive,0.9189,3.0,
S0043,3,S0043,4,positive,0.9498,1.0,
S0043,3,S0043,5,positive,0.8767,2.0,
S0043,4,S0043,7,positive,0.8323,3.0,
S0043,4,S0043,8,positive,0.7277,4.0,
S0044,1,S0044,2,positive,0.95,1.0,
S0044,1,S0044,6,positive,0.6567,5.0,
S0044,1,S0044,7,positive,0.6167,6.0,
S0044,2,S0044,5,positive,0.8421,3.0,
S0044,2,S0044,7,positive,0.8224,5.0,
S0044,3,S0044,6,positive,0.7632,3.0,
S0044,4,S0044,5,positive,0.95,1.0,
S0044,4,S0044,6,positive,0.95,2.0,
S0044,5,S0044,8,positive,0.8123,3.0,
S0045,1,S0045,3,positive,0.9321,2.0,
S0045,2,S0045,5,positive,0.7861,3.0,
S0045,2,S0045,7,positive,0.6817,5.0,
S0045,2,S0045,8,positive,0.7336,6.0,
S0045,3,S0045,6,positive,0.8204,3.0,
S0045,3,S0045,8,positive,0.812,5.0,
S0045,4,S0045,5,positive,0.9433,1.0,
S0045,4,S0045,6,positive,0.8521,2.0,
S0045,4,S0045,7,positive,0.9366,3.0,
S0045,7,S0045,8,positive,0.8523,1.0,
S0046,1,S0046,6,positive,0.7918,5.0,
S0046,2,S0046,3,positive,0.95,1.0,
S0046,2,S0046,5,positive,0.8956,3.0,
S0046,3,S0046,6,positive,0.8885,3.0,
S0046,3,S0046,8,positive,0.7231,5.0,
S0046,4,S0046,5,positive,0.859,1.0,
S0046,6,S0046,7,positive,0.8934,1.0,
S0046,6,S0046,8,positive,0.8069,2.0,
S0046,7,S0046,8,positive,0.9396,1.0,
S0047,1,S0047,2,positive,0.95,1.0,
S0047,1,S0047,4,positive,0.9435,3.0,
S0047,5,S0047,8,positive,0.8311,3.0,
S0048,1,S0048,2,positive,0.8604,1.0,
S0048,1,S0048,3,positive,0.95,2.0,
S0048,1,S0048,8,positive,0.6532,7.0,
S0048,2,S0048,3,positive,0.95,1.0,
S0048,3,S0048,5,positive,0.8353,2.0,
S0048,4,S0048,7,positive,0.8756,3.0,
S0048,5,S0048,7,positive,0.8408,2.0,
S0048,6,S0048,7,positive,0.9422,1.0,
S0049,1,S0049,2,positive,0.8549,1.0,
S0049,1,S0049,3,positive,0.8121,2.0,
S0049,1,S0049,8,positive,0.6835,7.0,
S0049,2,S0049,6,positive,0.87,4.0,
S0049,2,S0049,8,positive,0.6227,6.0,
S0049,4,S0049,7,positive,0.8138,3.0,
S0049,5,S0049,8,positive,0.7598,3.0,
S0050,1,S0050,4,positive,0.841,3.0,
S0050,1,S0050,6,positive,0.818,5.0,
S0050,2,S0050,6,positive,0.7358,4.0,
S0050,2,S0050,7,positive,0.8094,5.0,
S0050,2,S0050,8,positive,0.7218,6.0,
S0050,3,S0050,8,positive,0.6509,5.0,
S0050,4,S0050,6,positive,0.8627,2.0,
S0050,6,S0050,7,positive,0.95,1.0,
S0051,1,S0051,2,positive,0.9411,1.0,
S0051,1,S0051,6,positive,0.669,5.0,
S0051,1,S0051,7,positive,0.7749,6.0,
S0051,1,S0051,8,positive,0.7679,7.0,
S0051,2,S0051,4,positive,0.95,2.0,
S0051,2,S0051,8,positive,0.7387,6.0,
S0051,3,S0051,5,positive,0.95,2.0,
S0051,3,S0051,8,positive,0.6994,5.0,
S0051,4,S0051,7,positive,0.859,3.0,
S0051,5,S0051,6,positive,0.8615,1.0,
S0051,5,S0051,8,positive,0.85,3.0,
S0051,7,S0051,8,positive,0.9057,1.0,
S0052,1,S0052,3,positive,0.9006,2.0,
S0052,1,S0052,5,positive,0.8837,4.0,
S0052,1,S0052,7,positive,0.6581,6.0,
S0052,1,S0052,8,positive,0.6729,7.0,
S0052,3,S0052,4,positive,0.8725,1.0,
S0052,3,S0052,7,positive,0.7916,4.0,
S0052,3,S0052,8,positive,0.6941,5.0,
S0053,1,S0053,5,positive,0.7833,4.0,
S0053,2,S0053,3,positive,0.9258,1.0,
S0053,2,S0053,4,positive,0.896,2.0,
S0053,2,S0053,6,positive,0.8926,4.0,
S0053,2,S0053,8,positive,0.671,6.0,
S0053,3,S0053,5,positive,0.9464,2.0,
S0053,4,S0053,7,positive,0.9383,3.0,
S0053,5,S0053,6,positive,0.95,1.0,
S0054,1,S0054,3,positive,0.8575,2.0,
S0054,1,S0054,8,positive,0.6089,7.0,
S0054,2,S0054,4,positive,0.95,2.0,
S0054,2,S0054,5,positive,0.8361,3.0,
S0054,3,S0054,6,positive,0.9095,3.0,
S0054,3,S0054,8,positive,0.6541,5.0,
S0054,4,S0054,8,positive,0.7717,4.0,
S0054,6,S0054,7,positive,0.8514,1.0,
S0055,1,S0055,2,positive,0.95,1.0,
S0055,1,S0055,3,positive,0.9278,2.0,
S0055,1,S0055,4,positive,0.812,3.0,
S0055,2,S0055,4,positive,0.843,2.0,
S0055,2,S0055,8,positive,0.7954,6.0,
S0055,3,S0055,8,positive,0.7959,5.0,
S0055,5,S0055,7,positive,0.9089,2.0,
S0055,5,S0055,8,positive,0.7803,3.0,
S0056,1,S0056,4,positive,0.9442,3.0,
S0056,1,S0056,5,positive,0.8278,4.0,
S0056,2,S0056,5,positive,0.7923,3.0,
S0056,2,S0056,6,positive,0.781,4.0,
S0056,4,S0056,5,positive,0.8702,1.0,
S0057,1,S0057,4,positive,0.7884,3.0,
S0057,1,S0057,6,positive,0.8312,5.0,
S0057,1,S0057,7,positive,0.7098,6.0,
S0057,3,S0057,5,positive,0.8151,2.0,
S0057,3,S0057,8,positive,0.8182,5.0,
S0057,4,S0057,5,positive,0.95,1.0,
S0057,4,S0057,7,positive,0.9126,3.0,
S0057,5,S0057,6,positive,0.95,1.0,
S0057,6,S0057,8,positive,0.9297,2.0,
S0057,7,S0057,8,positive,0.95,1.0,
S0058,1,S0058,4,positive,0.8591,3.0,
S0058,1,S0058,5,positive,0.8582,4.0,
S0058,1,S0058,6,positive,0.826,5.0,
S0058,1,S0058,8,positive,0.6298,7.0,
S0058,2,S0058,4,positive,0.8131,2.0,
S0058,2,S0058,5,positive,0.9141,3.0,
S0058,3,S0058,4,positive,0.95,1.0,
S0058,3,S0058,5,positive,0.8548,2.0,
S0058,4,S0058,6,positive,0.9191,2.0,
S0058,4,S0058,8,positive,0.7285,4.0,
S0058,5,S0058,7,positive,0.8293,2.0,
S0058,6,S0058,7,positive,0.95,1.0,
S0059,1,S0059,2,positive,0.95,1.0,
S0059,1,S0059,3,positive,0.864,2.0,
S0059,1,S0059,8,positive,0.6779,7.0,
S0059,2,S0059,6,positive,0.7438,4.0,
S0059,4,S0059,5,positive,0.9318,1.0,
S0059,4,S0059,6,positive,0.892,2.0,
S0059,6,S0059,7,positive,0.8654,1.0,
S0059,6,S0059,8,positive,0.8661,2.0,
S0060,1,S0060,2,positive,0.95,1.0,
S0060,3,S0060,7,positive,0.7684,4.0,
S0060,6,S0060,7,positive,0.9053,1.0,
S0061,1,S0061,4,positive,0.8542,3.0,
S0061,1,S0061,5,positive,0.8159,4.0,
S0061,2,S0061,4,positive,0.95,2.0,
S0061,2,S0061,5,positive,0.7706,3.0,
S0061,2,S0061,6,positive,0.7633,4.0,
S0061,3,S0061,8,positive,0.7309,5.0,
S0061,4,S0061,5,positive,0.8923,1.0,
S0061,5,S0061,6,positive,0.9195,1.0,
S0061,5,S0061,7,positive,0.95,2.0,
S0062,1,S0062,3,positive,0.95,2.0,
S0062,1,S0062,4,positive,0.8267,3.0,
S0062,1,S0062,7,positive,0.7614,6.0,
S0062,2,S0062,5,positive,0.7919,3.0,
S0062,2,S0062,7,positive,0.6779,5.0,
S0062,3,S0062,4,positive,0.9461,1.0,
S0062,3,S0062,7,positive,0.8713,4.0,
S0062,3,S0062,8,positive,0.7856,5.0,
S0062,4,S0062,6,positive,0.8161,2.0,
S0062,5,S0062,6,positive,0.95,1.0,
S0062,5,S0062,8,positive,0.7692,3.0,
S0062,7,S0062,8,positive,0.9257,1.0,
S0063,1,S0063,2,positive,0.95,1.0,
S0063,1,S0063,3,positive,0.8423,2.0,
S0063,1,S0063,8,positive,0.692,7.0,
S0063,2,S0063,6,positive,0.7931,4.0,
S0063,3,S0063,4,positive,0.8945,1.0,
S0063,5,S0063,6,positive,0.878,1.0,
S0063,7,S0063,8,positive,0.95,1.0,
S0064,1,S0064,2,positive,0.916,1.0,
S0064,2,S0064,4,positive,0.8411,2.0,
S0064,2,S0064,7,positive,0.8221,5.0,
S0064,2,S0064,8,positive,0.6187,6.0,
S0064,3,S0064,8,positive,0.8251,5.0,
S0064,4,S0064,6,positive,0.95,2.0,
S0064,5,S0064,7,positive,0.9205,2.0,
S0064,6,S0064,8,positive,0.95,2.0,
S0065,1,S0065,2,positive,0.95,1.0,
S0065,1,S0065,6,positive,0.7305,5.0,
S0065,2,S0065,4,positive,0.9262,2.0,
S0065,2,S0065,5,positive,0.8678,3.0,
S0065,3,S0065,8,positive,0.8474,5.0,
S0065,4,S0065,7,positive,0.771,3.0,
S0065,5,S0065,6,positive,0.9071,1.0,
S0065,5,S0065,8,positive,0.8135,3.0,
S0065,6,S0065,8,positive,0.8383,2.0,
S0066,1,S0066,3,positive,0.8287,2.0,
S0066,1,S0066,4,positive,0.8327,3.0,
S0066,1,S0066,5,positive,0.8153,4.0,
S0066,2,S0066,3,positive,0.9301,1.0,
S0066,2,S0066,7,positive,0.7768,5.0,
S0066,3,S0066,4,positive,0.8953,1.0,
S0066,3,S0066,5,positive,0.8231,2.0,
S0066,4,S0066,7,positive,0.8042,3.0,
S0066,5,S0066,8,positive,0.822,3.0,
S0066,6,S0066,7,positive,0.95,1.0,
S0066,7,S0066,8,positive,0.8876,1.0,
S0067,1,S0067,3,positive,0.8242,2.0,
S0067,1,S0067,7,positive,0.7444,6.0,
S0067,1,S0067,8,positive,0.7753,7.0,
S0067,2,S0067,4,positive,0.9104,2.0,
S0067,2,S0067,5,positive,0.9201,3.0,
S0067,2,S0067,7,positive,0.7892,5.0,
S0067,2,S0067,8,positive,0.7127,6.0,
S0067,6,S0067,8,positive,0.95,2.0,
S0068,2,S0068,5,positive,0.8451,3.0,
S0068,2,S0068,6,positive,0.8816,4.0,
S0068,4,S0068,7,positive,0.8504,3.0,
S0068,4,S0068,8,positive,0.7121,4.0,
S0068,6,S0068,8,positive,0.95,2.0,
S0068,7,S0068,8,positive,0.95,1.0,
S0069,1,S0069,6,positive,0.6522,5.0,
S0069,1,S0069,8,positive,0.6049,7.0,
S0069,2,S0069,3,positive,0.95,1.0,
S0069,2,S0069,5,positive,0.8011,3.0,
S0069,3,S0069,5,positive,0.95,2.0,
S0069,3,S0069,6,positive,0.7886,3.0,
S0069,3,S0069,7,positive,0.8635,4.0,
S0069,4,S0069,6,positive,0.9217,2.0,
